"Network","giant_component","NoOrder","krisk","degree","kdegree","eigenc","best"
"M_PL_058.csv",111,45,14,18,19,20,14
"M_PL_059.csv",26,9,6,5,5,5,5
"M_SD_001.csv",28,11,3,3,3,5,3
"M_SD_002.csv",40,15,5,5,5,5,5
"M_SD_003.csv",41,17,4,4,4,4,4
"M_SD_004.csv",52,18,4,4,4,4,4
"M_SD_005.csv",34,9,3,3,3,3,3
"M_SD_006.csv",34,14,4,4,5,5,4
"M_SD_007.csv",79,39,3,3,3,3,3
"M_SD_008.csv",26,12,10,8,8,11,8
"M_SD_009.csv",25,13,3,4,4,5,3
"M_SD_010.csv",64,24,8,8,9,13,8
"M_SD_011.csv",25,11,6,6,5,6,5
"M_SD_012.csv",64,22,12,12,12,14,12
"M_SD_013.csv",55,26,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,15,4,4,4,4,4
"M_SD_016.csv",85,38,17,18,20,23,17
"M_SD_017.csv",24,11,6,6,10,10,6
"M_SD_018.csv",53,18,4,5,5,5,4
"M_SD_019.csv",209,95,13,17,20,21,13
"M_SD_020.csv",58,27,7,9,10,10,7
"M_SD_021.csv",46,22,9,10,10,10,9
"M_SD_022.csv",317,114,39,51,53,60,39
"M_SD_023.csv",23,12,4,4,4,4,4
"M_SD_024.csv",19,9,6,6,7,8,6
"M_SD_025.csv",13,6,4,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,6,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,4,2,2,2,2,2
"M_SD_030.csv",9,5,2,3,2,2,2
"M_PL_001.csv",177,60,22,23,22,23,22
"M_PL_002.csv",103,38,15,13,13,15,13
"M_PL_003.csv",61,19,5,6,6,6,5
"M_PL_004.csv",112,20,3,3,3,3,3
"M_PL_005.csv",361,125,25,30,36,42,25
"M_PL_006.csv",78,31,3,3,3,3,3
"M_PL_007.csv",50,20,5,4,4,4,4
"M_PL_008.csv",49,21,6,7,7,11,6
"M_PL_009.csv",142,56,7,7,8,12,7
"M_PL_010.csv",107,41,23,29,29,32,23
"M_PL_011.csv",27,13,4,5,6,6,4
"M_PL_012.csv",84,27,7,7,7,7,7
"M_PL_013.csv",65,26,4,4,4,5,4
"M_PL_014.csv",108,38,6,5,5,6,5
"M_PL_015.csv",793,292,48,56,60,87,48
"M_PL_016.csv",205,83,9,9,10,17,9
"M_PL_017.csv",104,43,9,11,11,11,9
"M_PL_018.csv",144,55,18,19,23,24,18
"M_PL_019.csv",123,44,14,16,16,18,14
"M_PL_020.csv",109,36,3,3,3,3,3
"M_PL_021.csv",766,265,12,12,12,38,12
"M_PL_022.csv",66,20,4,4,4,4,4
"M_PL_023.csv",90,18,3,3,3,3,3
"M_PL_024.csv",22,8,4,4,3,3,3
"M_PL_025.csv",57,21,6,6,6,10,6
"M_PL_026.csv",150,33,2,2,2,2,2
"M_PL_027.csv",75,29,9,8,9,11,8
"M_PL_028.csv",180,62,13,14,16,24,13
"M_PL_029.csv",167,62,17,17,17,19,17
"M_PL_030.csv",70,23,10,6,7,13,6
"M_PL_031.csv",91,32,10,9,13,17,9
"M_PL_032.csv",40,19,2,2,2,2,2
"M_PL_033.csv",47,19,8,8,10,12,8
"M_PL_034.csv",151,50,6,7,8,9,6
"M_PL_035.csv",97,27,9,10,9,9,9
"M_PL_036.csv",22,7,4,2,2,2,2
"M_PL_037.csv",50,18,5,5,5,7,5
"M_PL_038.csv",50,18,4,4,4,7,4
"M_PL_039.csv",68,23,6,7,9,10,6
"M_PL_040.csv",70,30,9,7,9,10,7
"M_PL_041.csv",70,28,10,10,11,12,10
"M_PL_042.csv",16,8,2,2,2,2,2
"M_PL_043.csv",110,43,12,14,14,19,12
"M_PL_044.csv",712,213,21,23,25,49,21
"M_PL_045.csv",41,16,6,6,7,8,6
"M_PL_046.csv",60,27,11,11,13,14,11
"M_PL_047.csv",205,58,4,4,4,4,4
"M_PL_048.csv",266,105,10,10,9,12,9
"M_PL_049.csv",262,82,11,13,15,16,11
"M_PL_050.csv",49,21,6,6,7,7,6
"M_PL_051.csv",104,45,3,3,3,3,3
"M_PL_052.csv",52,16,6,6,6,7,6
"M_PL_053.csv",364,114,19,22,23,34,19
"M_PL_054.csv",414,137,23,25,27,30,23
"M_PL_055.csv",253,81,16,16,17,19,16
"M_PL_056.csv",456,155,22,29,33,43,22
"M_PL_057.csv",997,283,17,17,20,36,17
"M_PL_058.csv",111,48,14,17,19,20,14
"M_PL_059.csv",26,11,6,5,5,5,5
"M_SD_001.csv",28,12,3,3,3,5,3
"M_SD_002.csv",40,20,5,5,5,5,5
"M_SD_003.csv",41,18,4,4,4,4,4
"M_SD_004.csv",52,16,4,4,4,4,4
"M_SD_005.csv",34,14,3,3,3,3,3
"M_SD_006.csv",34,11,4,4,5,5,4
"M_SD_007.csv",79,31,3,3,3,3,3
"M_SD_008.csv",26,13,10,8,8,11,8
"M_SD_009.csv",25,11,3,4,4,5,3
"M_SD_010.csv",64,32,8,8,9,13,8
"M_SD_011.csv",25,9,6,5,5,6,5
"M_SD_012.csv",64,24,13,13,12,14,12
"M_SD_013.csv",55,26,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,38,17,18,20,23,17
"M_SD_017.csv",24,12,9,6,10,10,6
"M_SD_018.csv",53,21,4,5,5,5,4
"M_SD_019.csv",209,82,13,16,20,21,13
"M_SD_020.csv",58,21,8,10,10,10,8
"M_SD_021.csv",46,20,9,10,10,10,9
"M_SD_022.csv",317,128,39,51,53,60,39
"M_SD_023.csv",23,10,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,6,4,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,8,3,3,3,3,3
"M_SD_028.csv",13,6,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,4,2,3,2,2,2
"M_PL_001.csv",177,69,22,22,22,23,22
"M_PL_002.csv",103,39,16,13,13,15,13
"M_PL_003.csv",61,13,5,5,6,6,5
"M_PL_004.csv",112,44,3,3,3,3,3
"M_PL_005.csv",361,119,25,31,36,42,25
"M_PL_006.csv",78,34,3,3,3,3,3
"M_PL_007.csv",50,17,5,4,4,4,4
"M_PL_008.csv",49,16,6,7,7,11,6
"M_PL_009.csv",142,29,7,8,8,12,7
"M_PL_010.csv",107,48,24,29,29,32,24
"M_PL_011.csv",27,11,4,4,6,6,4
"M_PL_012.csv",84,25,7,7,7,7,7
"M_PL_013.csv",65,12,4,4,4,5,4
"M_PL_014.csv",108,46,6,5,5,6,5
"M_PL_015.csv",793,303,48,56,60,87,48
"M_PL_016.csv",205,75,9,9,10,17,9
"M_PL_017.csv",104,33,9,11,11,11,9
"M_PL_018.csv",144,53,18,19,23,24,18
"M_PL_019.csv",123,44,14,15,16,18,14
"M_PL_020.csv",109,42,3,3,3,3,3
"M_PL_021.csv",766,285,12,12,12,38,12
"M_PL_022.csv",66,20,4,4,4,4,4
"M_PL_023.csv",90,13,3,3,3,3,3
"M_PL_024.csv",22,6,4,3,3,3,3
"M_PL_025.csv",57,27,6,6,6,10,6
"M_PL_026.csv",150,61,2,2,2,2,2
"M_PL_027.csv",75,24,8,8,9,11,8
"M_PL_028.csv",180,65,13,14,16,24,13
"M_PL_029.csv",167,69,17,17,17,19,17
"M_PL_030.csv",70,23,11,6,7,13,6
"M_PL_031.csv",91,34,10,8,13,17,8
"M_PL_032.csv",40,16,2,2,2,2,2
"M_PL_033.csv",47,21,9,8,10,12,8
"M_PL_034.csv",151,51,6,8,8,9,6
"M_PL_035.csv",97,37,9,10,9,9,9
"M_PL_036.csv",22,7,2,2,2,2,2
"M_PL_037.csv",50,15,5,5,5,7,5
"M_PL_038.csv",50,16,4,4,4,7,4
"M_PL_039.csv",68,24,6,7,9,10,6
"M_PL_040.csv",70,22,8,7,9,10,7
"M_PL_041.csv",70,30,10,10,11,12,10
"M_PL_042.csv",16,6,2,2,2,2,2
"M_PL_043.csv",110,44,12,14,14,19,12
"M_PL_044.csv",712,198,21,23,25,49,21
"M_PL_045.csv",41,13,6,5,7,8,5
"M_PL_046.csv",60,28,11,11,13,14,11
"M_PL_047.csv",205,53,4,4,4,4,4
"M_PL_048.csv",266,99,10,10,9,12,9
"M_PL_049.csv",262,79,11,13,15,16,11
"M_PL_050.csv",49,18,6,6,7,7,6
"M_PL_051.csv",104,44,3,3,3,3,3
"M_PL_052.csv",52,21,6,6,6,7,6
"M_PL_053.csv",364,115,19,22,23,34,19
"M_PL_054.csv",414,111,23,26,27,30,23
"M_PL_055.csv",253,68,16,17,17,19,16
"M_PL_056.csv",456,162,22,28,33,43,22
"M_PL_057.csv",997,356,17,17,20,36,17
"M_PL_058.csv",111,48,14,17,19,20,14
"M_PL_059.csv",26,13,6,5,5,5,5
"M_SD_001.csv",28,11,3,3,3,5,3
"M_SD_002.csv",40,19,5,5,5,5,5
"M_SD_003.csv",41,12,4,4,4,4,4
"M_SD_004.csv",52,20,4,4,4,4,4
"M_SD_005.csv",34,8,3,3,3,3,3
"M_SD_006.csv",34,13,4,4,5,5,4
"M_SD_007.csv",79,21,3,3,3,3,3
"M_SD_008.csv",26,13,9,9,8,11,8
"M_SD_009.csv",25,10,3,4,4,5,3
"M_SD_010.csv",64,28,8,8,9,13,8
"M_SD_011.csv",25,10,6,5,5,6,5
"M_SD_012.csv",64,26,13,13,12,14,12
"M_SD_013.csv",55,26,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,37,17,18,20,23,17
"M_SD_017.csv",24,11,7,7,10,10,7
"M_SD_018.csv",53,18,4,5,5,5,4
"M_SD_019.csv",209,85,13,17,20,21,13
"M_SD_020.csv",58,24,8,10,10,10,8
"M_SD_021.csv",46,19,9,10,10,10,9
"M_SD_022.csv",317,124,39,51,53,60,39
"M_SD_023.csv",23,6,4,4,4,4,4
"M_SD_024.csv",19,8,6,6,7,8,6
"M_SD_025.csv",13,5,4,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,7,3,3,3,3,3
"M_SD_028.csv",13,5,3,3,3,3,3
"M_SD_029.csv",9,4,2,2,2,2,2
"M_SD_030.csv",9,5,2,3,2,2,2
"M_PL_001.csv",177,57,22,22,22,23,22
"M_PL_002.csv",103,29,15,12,13,15,12
"M_PL_003.csv",61,18,5,5,6,6,5
"M_PL_004.csv",112,18,3,3,3,3,3
"M_PL_005.csv",361,136,25,32,36,42,25
"M_PL_006.csv",78,33,3,3,3,3,3
"M_PL_007.csv",50,15,5,4,4,4,4
"M_PL_008.csv",49,19,6,7,7,11,6
"M_PL_009.csv",142,48,7,8,8,12,7
"M_PL_010.csv",107,51,24,29,29,32,24
"M_PL_011.csv",27,13,4,5,6,6,4
"M_PL_012.csv",84,24,7,7,7,7,7
"M_PL_013.csv",65,23,4,4,4,5,4
"M_PL_014.csv",108,23,6,5,5,6,5
"M_PL_015.csv",793,328,48,56,60,87,48
"M_PL_016.csv",205,74,9,9,10,17,9
"M_PL_017.csv",104,39,9,10,11,11,9
"M_PL_018.csv",144,53,18,19,23,24,18
"M_PL_019.csv",123,45,14,16,16,18,14
"M_PL_020.csv",109,47,3,3,3,3,3
"M_PL_021.csv",766,249,12,12,12,38,12
"M_PL_022.csv",66,19,4,4,4,4,4
"M_PL_023.csv",90,35,3,3,3,3,3
"M_PL_024.csv",22,9,4,4,3,3,3
"M_PL_025.csv",57,26,6,6,6,10,6
"M_PL_026.csv",150,51,2,2,2,2,2
"M_PL_027.csv",75,25,9,8,9,11,8
"M_PL_028.csv",180,62,13,14,16,24,13
"M_PL_029.csv",167,66,17,17,17,19,17
"M_PL_030.csv",70,28,9,6,7,13,6
"M_PL_031.csv",91,28,9,8,13,17,8
"M_PL_032.csv",40,17,2,2,2,2,2
"M_PL_033.csv",47,18,9,8,10,12,8
"M_PL_034.csv",151,63,6,7,8,9,6
"M_PL_035.csv",97,34,9,9,9,9,9
"M_PL_036.csv",22,8,3,2,2,2,2
"M_PL_037.csv",50,11,5,5,5,7,5
"M_PL_038.csv",50,21,4,4,4,7,4
"M_PL_039.csv",68,28,6,7,9,10,6
"M_PL_040.csv",70,27,8,7,9,10,7
"M_PL_041.csv",70,27,10,10,11,12,10
"M_PL_042.csv",16,8,2,2,2,2,2
"M_PL_043.csv",110,44,12,14,14,19,12
"M_PL_044.csv",712,241,21,23,25,49,21
"M_PL_045.csv",41,14,6,6,7,8,6
"M_PL_046.csv",60,27,11,12,13,14,11
"M_PL_047.csv",205,66,4,4,4,4,4
"M_PL_048.csv",266,112,10,10,9,12,9
"M_PL_049.csv",262,69,11,13,15,16,11
"M_PL_050.csv",49,21,6,6,7,7,6
"M_PL_051.csv",104,32,3,3,3,3,3
"M_PL_052.csv",52,25,6,6,6,7,6
"M_PL_053.csv",364,99,19,22,23,34,19
"M_PL_054.csv",414,91,23,25,27,30,23
"M_PL_055.csv",253,82,16,16,17,19,16
"M_PL_056.csv",456,167,22,28,33,43,22
"M_PL_057.csv",997,348,17,17,20,36,17
"M_PL_058.csv",111,43,14,17,19,20,14
"M_PL_059.csv",26,9,6,5,5,5,5
"M_SD_001.csv",28,8,3,3,3,5,3
"M_SD_002.csv",40,16,5,5,5,5,5
"M_SD_003.csv",41,17,4,4,4,4,4
"M_SD_004.csv",52,21,4,4,4,4,4
"M_SD_005.csv",34,16,3,3,3,3,3
"M_SD_006.csv",34,10,4,4,5,5,4
"M_SD_007.csv",79,32,3,3,3,3,3
"M_SD_008.csv",26,13,9,9,8,11,8
"M_SD_009.csv",25,9,3,4,4,5,3
"M_SD_010.csv",64,25,8,8,9,13,8
"M_SD_011.csv",25,9,6,5,5,6,5
"M_SD_012.csv",64,26,12,13,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,14,4,4,4,4,4
"M_SD_016.csv",85,38,17,18,20,23,17
"M_SD_017.csv",24,12,6,6,10,10,6
"M_SD_018.csv",53,15,4,5,5,5,4
"M_SD_019.csv",209,78,13,16,20,21,13
"M_SD_020.csv",58,17,8,9,10,10,8
"M_SD_021.csv",46,21,9,10,10,10,9
"M_SD_022.csv",317,121,39,51,53,60,39
"M_SD_023.csv",23,10,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,6,4,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,8,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,4,2,2,2,2,2
"M_SD_030.csv",9,3,2,3,2,2,2
"M_PL_001.csv",177,63,22,22,22,23,22
"M_PL_002.csv",103,38,15,13,13,15,13
"M_PL_003.csv",61,28,5,6,6,6,5
"M_PL_004.csv",112,45,3,3,3,3,3
"M_PL_005.csv",361,123,25,30,36,42,25
"M_PL_006.csv",78,35,3,3,3,3,3
"M_PL_007.csv",50,17,5,4,4,4,4
"M_PL_008.csv",49,18,6,7,7,11,6
"M_PL_009.csv",142,52,7,8,8,12,7
"M_PL_010.csv",107,45,23,29,29,32,23
"M_PL_011.csv",27,11,4,5,6,6,4
"M_PL_012.csv",84,34,7,7,7,7,7
"M_PL_013.csv",65,18,4,4,4,5,4
"M_PL_014.csv",108,36,6,5,5,6,5
"M_PL_015.csv",793,307,48,56,60,87,48
"M_PL_016.csv",205,76,9,9,10,17,9
"M_PL_017.csv",104,44,9,10,11,11,9
"M_PL_018.csv",144,56,18,19,23,24,18
"M_PL_019.csv",123,51,14,16,16,18,14
"M_PL_020.csv",109,28,3,3,3,3,3
"M_PL_021.csv",766,235,12,12,12,38,12
"M_PL_022.csv",66,24,4,4,4,4,4
"M_PL_023.csv",90,11,3,3,3,3,3
"M_PL_024.csv",22,10,4,4,3,3,3
"M_PL_025.csv",57,24,6,6,6,10,6
"M_PL_026.csv",150,63,2,2,2,2,2
"M_PL_027.csv",75,30,9,8,9,11,8
"M_PL_028.csv",180,68,13,14,16,24,13
"M_PL_029.csv",167,52,17,17,17,19,17
"M_PL_030.csv",70,16,11,7,7,13,7
"M_PL_031.csv",91,26,10,8,13,17,8
"M_PL_032.csv",40,15,2,2,2,2,2
"M_PL_033.csv",47,21,9,8,10,12,8
"M_PL_034.csv",151,60,6,8,8,9,6
"M_PL_035.csv",97,28,9,8,9,9,8
"M_PL_036.csv",22,7,5,2,2,2,2
"M_PL_037.csv",50,7,5,5,5,7,5
"M_PL_038.csv",50,19,5,4,4,7,4
"M_PL_039.csv",68,23,6,7,9,10,6
"M_PL_040.csv",70,28,8,7,9,10,7
"M_PL_041.csv",70,26,10,10,11,12,10
"M_PL_042.csv",16,5,2,2,2,2,2
"M_PL_043.csv",110,45,12,14,14,19,12
"M_PL_044.csv",712,236,21,23,25,49,21
"M_PL_045.csv",41,17,6,5,7,8,5
"M_PL_046.csv",60,27,11,13,13,14,11
"M_PL_047.csv",205,58,4,4,4,4,4
"M_PL_048.csv",266,60,10,10,9,12,9
"M_PL_049.csv",262,86,11,13,15,16,11
"M_PL_050.csv",49,16,6,7,7,7,6
"M_PL_051.csv",104,37,3,3,3,3,3
"M_PL_052.csv",52,19,6,6,6,7,6
"M_PL_053.csv",364,120,19,23,23,34,19
"M_PL_054.csv",414,158,23,25,27,30,23
"M_PL_055.csv",253,73,16,16,17,19,16
"M_PL_056.csv",456,140,22,29,33,43,22
"M_PL_057.csv",997,330,17,17,20,36,17
"M_PL_058.csv",111,42,14,18,19,20,14
"M_PL_059.csv",26,13,6,5,5,5,5
"M_SD_001.csv",28,12,3,3,3,5,3
"M_SD_002.csv",40,17,5,5,5,5,5
"M_SD_003.csv",41,13,4,4,4,4,4
"M_SD_004.csv",52,21,4,4,4,4,4
"M_SD_005.csv",34,10,3,3,3,3,3
"M_SD_006.csv",34,6,4,5,5,5,4
"M_SD_007.csv",79,30,3,3,3,3,3
"M_SD_008.csv",26,12,9,8,8,11,8
"M_SD_009.csv",25,4,3,4,4,5,3
"M_SD_010.csv",64,31,8,8,9,13,8
"M_SD_011.csv",25,12,6,5,5,6,5
"M_SD_012.csv",64,28,13,13,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,14,4,4,4,4,4
"M_SD_016.csv",85,37,17,18,20,23,17
"M_SD_017.csv",24,10,6,6,10,10,6
"M_SD_018.csv",53,11,4,5,5,5,4
"M_SD_019.csv",209,85,13,17,20,21,13
"M_SD_020.csv",58,17,8,10,10,10,8
"M_SD_021.csv",46,19,9,10,10,10,9
"M_SD_022.csv",317,125,39,50,53,60,39
"M_SD_023.csv",23,10,4,4,4,4,4
"M_SD_024.csv",19,7,6,6,7,8,6
"M_SD_025.csv",13,7,4,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,5,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,4,2,2,2,2,2
"M_PL_001.csv",177,65,22,22,22,23,22
"M_PL_002.csv",103,40,15,12,13,15,12
"M_PL_003.csv",61,24,5,5,6,6,5
"M_PL_004.csv",112,42,3,3,3,3,3
"M_PL_005.csv",361,105,25,32,36,42,25
"M_PL_006.csv",78,34,3,3,3,3,3
"M_PL_007.csv",50,18,5,4,4,4,4
"M_PL_008.csv",49,23,6,7,7,11,6
"M_PL_009.csv",142,40,7,7,8,12,7
"M_PL_010.csv",107,45,24,29,29,32,24
"M_PL_011.csv",27,14,4,6,6,6,4
"M_PL_012.csv",84,29,7,7,7,7,7
"M_PL_013.csv",65,27,4,4,4,5,4
"M_PL_014.csv",108,43,6,5,5,6,5
"M_PL_015.csv",793,279,48,56,60,87,48
"M_PL_016.csv",205,74,9,9,10,17,9
"M_PL_017.csv",104,44,9,10,11,11,9
"M_PL_018.csv",144,59,18,19,23,24,18
"M_PL_019.csv",123,44,14,16,16,18,14
"M_PL_020.csv",109,50,3,3,3,3,3
"M_PL_021.csv",766,180,12,12,12,38,12
"M_PL_022.csv",66,24,4,4,4,4,4
"M_PL_023.csv",90,26,3,3,3,3,3
"M_PL_024.csv",22,6,4,3,3,3,3
"M_PL_025.csv",57,19,6,6,6,10,6
"M_PL_026.csv",150,55,2,2,2,2,2
"M_PL_027.csv",75,27,8,8,9,11,8
"M_PL_028.csv",180,61,13,14,16,24,13
"M_PL_029.csv",167,44,17,17,17,19,17
"M_PL_030.csv",70,16,11,6,7,13,6
"M_PL_031.csv",91,35,10,8,13,17,8
"M_PL_032.csv",40,12,2,2,2,2,2
"M_PL_033.csv",47,22,9,8,10,12,8
"M_PL_034.csv",151,56,6,7,8,9,6
"M_PL_035.csv",97,34,9,10,9,9,9
"M_PL_036.csv",22,9,4,2,2,2,2
"M_PL_037.csv",50,14,5,5,5,7,5
"M_PL_038.csv",50,17,4,4,4,7,4
"M_PL_039.csv",68,17,6,7,9,10,6
"M_PL_040.csv",70,25,9,7,9,10,7
"M_PL_041.csv",70,22,10,10,11,12,10
"M_PL_042.csv",16,8,2,2,2,2,2
"M_PL_043.csv",110,38,12,14,14,19,12
"M_PL_044.csv",712,216,21,23,25,49,21
"M_PL_045.csv",41,16,6,5,7,8,5
"M_PL_046.csv",60,27,11,13,13,14,11
"M_PL_047.csv",205,48,4,4,4,4,4
"M_PL_048.csv",266,108,10,10,9,12,9
"M_PL_049.csv",262,100,11,13,15,16,11
"M_PL_050.csv",49,14,6,6,7,7,6
"M_PL_051.csv",104,22,3,3,3,3,3
"M_PL_052.csv",52,20,6,6,6,7,6
"M_PL_053.csv",364,121,19,23,23,34,19
"M_PL_054.csv",414,158,23,25,27,30,23
"M_PL_055.csv",253,86,16,17,17,19,16
"M_PL_056.csv",456,131,22,28,33,43,22
"M_PL_057.csv",997,268,17,17,20,36,17
"M_PL_058.csv",111,40,14,17,19,20,14
"M_PL_059.csv",26,12,6,5,5,5,5
"M_SD_001.csv",28,7,3,3,3,5,3
"M_SD_002.csv",40,16,5,5,5,5,5
"M_SD_003.csv",41,21,4,4,4,4,4
"M_SD_004.csv",52,22,4,4,4,4,4
"M_SD_005.csv",34,14,3,3,3,3,3
"M_SD_006.csv",34,12,4,4,5,5,4
"M_SD_007.csv",79,18,3,3,3,3,3
"M_SD_008.csv",26,12,10,8,8,11,8
"M_SD_009.csv",25,4,3,4,4,5,3
"M_SD_010.csv",64,32,8,8,9,13,8
"M_SD_011.csv",25,10,6,5,5,6,5
"M_SD_012.csv",64,26,12,12,12,14,12
"M_SD_013.csv",55,21,11,8,19,14,8
"M_SD_014.csv",33,16,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,41,17,18,20,23,17
"M_SD_017.csv",24,12,6,6,10,10,6
"M_SD_018.csv",53,17,5,5,5,5,5
"M_SD_019.csv",209,78,13,17,20,21,13
"M_SD_020.csv",58,26,7,9,10,10,7
"M_SD_021.csv",46,21,9,10,10,10,9
"M_SD_022.csv",317,129,39,51,53,60,39
"M_SD_023.csv",23,7,4,4,4,4,4
"M_SD_024.csv",19,8,6,6,7,8,6
"M_SD_025.csv",13,6,5,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,8,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,4,2,2,2,2,2
"M_SD_030.csv",9,5,2,3,2,2,2
"M_PL_001.csv",177,73,22,21,22,23,21
"M_PL_002.csv",103,37,14,12,13,15,12
"M_PL_003.csv",61,15,5,5,6,6,5
"M_PL_004.csv",112,49,3,3,3,3,3
"M_PL_005.csv",361,114,25,32,36,42,25
"M_PL_006.csv",78,37,3,3,3,3,3
"M_PL_007.csv",50,18,5,4,4,4,4
"M_PL_008.csv",49,21,6,7,7,11,6
"M_PL_009.csv",142,47,7,7,8,12,7
"M_PL_010.csv",107,51,23,29,29,32,23
"M_PL_011.csv",27,9,4,4,6,6,4
"M_PL_012.csv",84,20,7,7,7,7,7
"M_PL_013.csv",65,21,4,4,4,5,4
"M_PL_014.csv",108,39,6,5,5,6,5
"M_PL_015.csv",793,286,48,56,60,87,48
"M_PL_016.csv",205,78,9,9,10,17,9
"M_PL_017.csv",104,35,9,10,11,11,9
"M_PL_018.csv",144,50,18,19,23,24,18
"M_PL_019.csv",123,45,14,15,16,18,14
"M_PL_020.csv",109,46,3,3,3,3,3
"M_PL_021.csv",766,192,12,12,12,38,12
"M_PL_022.csv",66,12,4,4,4,4,4
"M_PL_023.csv",90,11,3,3,3,3,3
