"Network","giant_component","NoOrder","krisk","degree","kdegree","eigenc","best"
"M_PL_050.csv",49,19,6,6,7,7,6
"M_PL_051.csv",104,28,3,3,3,3,3
"M_PL_052.csv",52,16,6,6,6,7,6
"M_PL_053.csv",364,119,19,23,23,34,19
"M_PL_054.csv",414,126,23,25,27,30,23
"M_PL_055.csv",253,79,16,16,17,19,16
"M_PL_056.csv",456,131,22,29,33,43,22
"M_PL_057.csv",997,296,17,17,20,36,17
"M_PL_058.csv",111,38,14,18,19,20,14
"M_PL_059.csv",26,13,6,5,5,5,5
"M_SD_001.csv",28,8,3,3,3,5,3
"M_SD_002.csv",40,16,5,5,5,5,5
"M_SD_003.csv",41,12,4,4,4,4,4
"M_SD_004.csv",52,21,4,4,4,4,4
"M_SD_005.csv",34,13,3,3,3,3,3
"M_SD_006.csv",34,12,4,4,5,5,4
"M_SD_007.csv",79,17,3,3,3,3,3
"M_SD_008.csv",26,13,10,8,8,11,8
"M_SD_009.csv",25,4,3,4,4,5,3
"M_SD_010.csv",64,32,8,8,9,13,8
"M_SD_011.csv",25,11,6,5,5,6,5
"M_SD_012.csv",64,23,13,13,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,13,4,4,4,4,4
"M_SD_016.csv",85,38,17,18,20,23,17
"M_SD_017.csv",24,11,7,6,10,10,6
"M_SD_018.csv",53,19,4,5,5,5,4
"M_SD_019.csv",209,77,13,16,20,21,13
"M_SD_020.csv",58,27,7,9,10,10,7
"M_SD_021.csv",46,19,9,10,10,10,9
"M_SD_022.csv",317,129,39,49,53,60,39
"M_SD_023.csv",23,12,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,7,5,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,7,3,3,3,3,3
"M_SD_028.csv",13,6,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,4,2,3,2,2,2
"M_PL_001.csv",177,66,22,21,22,23,21
"M_PL_002.csv",103,35,14,13,13,15,13
"M_PL_003.csv",61,18,5,5,6,6,5
"M_PL_004.csv",112,14,3,3,3,3,3
"M_PL_005.csv",361,121,25,30,36,42,25
"M_PL_006.csv",78,32,3,3,3,3,3
"M_PL_007.csv",50,17,5,4,4,4,4
"M_PL_008.csv",49,18,6,7,7,11,6
"M_PL_009.csv",142,51,7,8,8,12,7
"M_PL_010.csv",107,47,23,29,29,32,23
"M_PL_011.csv",27,10,4,4,6,6,4
"M_PL_012.csv",84,25,7,7,7,7,7
"M_PL_013.csv",65,25,4,4,4,5,4
"M_PL_014.csv",108,29,6,5,5,6,5
"M_PL_015.csv",793,314,48,56,60,87,48
"M_PL_016.csv",205,71,9,9,10,17,9
"M_PL_017.csv",104,32,9,11,11,11,9
"M_PL_018.csv",144,44,18,19,23,24,18
"M_PL_019.csv",123,47,14,15,16,18,14
"M_PL_020.csv",109,18,3,3,3,3,3
"M_PL_021.csv",766,274,12,12,12,38,12
"M_PL_022.csv",66,14,4,4,4,4,4
"M_PL_023.csv",90,12,3,3,3,3,3
"M_PL_024.csv",22,11,4,3,3,3,3
"M_PL_025.csv",57,16,6,6,6,10,6
"M_PL_026.csv",150,64,2,2,2,2,2
"M_PL_027.csv",75,26,8,8,9,11,8
"M_PL_028.csv",180,65,13,14,16,24,13
"M_PL_029.csv",167,63,17,17,17,19,17
"M_PL_030.csv",70,28,10,7,7,13,7
"M_PL_031.csv",91,33,9,8,13,17,8
"M_PL_032.csv",40,14,2,2,2,2,2
"M_PL_033.csv",47,21,9,8,10,12,8
"M_PL_034.csv",151,57,6,7,8,9,6
"M_PL_035.csv",97,36,9,8,9,9,8
"M_PL_036.csv",22,10,4,2,2,2,2
"M_PL_037.csv",50,16,5,5,5,7,5
"M_PL_038.csv",50,10,5,4,4,7,4
"M_PL_039.csv",68,22,6,7,9,10,6
"M_PL_040.csv",70,24,9,7,9,10,7
"M_PL_041.csv",70,29,10,10,11,12,10
"M_PL_042.csv",16,5,2,2,2,2,2
"M_PL_043.csv",110,37,12,14,14,19,12
"M_PL_044.csv",712,203,21,23,25,49,21
"M_PL_045.csv",41,18,6,5,7,8,5
"M_PL_046.csv",60,25,11,11,13,14,11
"M_PL_047.csv",205,52,4,4,4,4,4
"M_PL_048.csv",266,93,10,10,9,12,9
"M_PL_049.csv",262,90,11,13,15,16,11
"M_PL_050.csv",49,16,6,6,7,7,6
"M_PL_051.csv",104,36,3,3,3,3,3
"M_PL_052.csv",52,13,6,6,6,7,6
"M_PL_053.csv",364,102,19,23,23,34,19
"M_PL_054.csv",414,100,23,25,27,30,23
"M_PL_055.csv",253,84,16,16,17,19,16
"M_PL_056.csv",456,126,22,29,33,43,22
"M_PL_057.csv",997,316,17,17,20,36,17
"M_PL_058.csv",111,46,14,17,19,20,14
"M_PL_059.csv",26,8,6,5,5,5,5
"M_SD_001.csv",28,14,3,3,3,5,3
"M_SD_002.csv",40,16,5,5,5,5,5
"M_SD_003.csv",41,18,4,4,4,4,4
"M_SD_004.csv",52,17,4,4,4,4,4
"M_SD_005.csv",34,16,3,3,3,3,3
"M_SD_006.csv",34,16,4,4,5,5,4
"M_SD_007.csv",79,33,3,3,3,3,3
"M_SD_008.csv",26,13,10,8,8,11,8
"M_SD_009.csv",25,5,3,4,4,5,3
"M_SD_010.csv",64,31,8,8,9,13,8
"M_SD_011.csv",25,11,6,5,5,6,5
"M_SD_012.csv",64,21,12,12,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,14,4,4,4,4,4
"M_SD_016.csv",85,39,17,18,20,23,17
"M_SD_017.csv",24,12,9,7,10,10,7
"M_SD_018.csv",53,19,4,5,5,5,4
"M_SD_019.csv",209,78,13,17,20,21,13
"M_SD_020.csv",58,24,8,9,10,10,8
"M_SD_021.csv",46,16,9,10,10,10,9
"M_SD_022.csv",317,121,39,50,53,60,39
"M_SD_023.csv",23,11,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,7,4,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,5,3,3,3,3,3
"M_SD_028.csv",13,4,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,2,2,3,2,2,2
"M_PL_001.csv",177,66,22,22,22,23,22
"M_PL_002.csv",103,32,13,12,13,15,12
"M_PL_003.csv",61,10,5,6,6,6,5
"M_PL_004.csv",112,35,3,3,3,3,3
"M_PL_005.csv",361,125,25,32,36,42,25
"M_PL_006.csv",78,32,3,3,3,3,3
"M_PL_007.csv",50,16,5,4,4,4,4
"M_PL_008.csv",49,25,6,7,7,11,6
"M_PL_009.csv",142,51,7,8,8,12,7
"M_PL_010.csv",107,48,24,29,29,32,24
"M_PL_011.csv",27,12,4,5,6,6,4
"M_PL_012.csv",84,19,7,7,7,7,7
"M_PL_013.csv",65,30,4,4,4,5,4
"M_PL_014.csv",108,35,6,5,5,6,5
"M_PL_015.csv",793,290,48,56,60,87,48
"M_PL_016.csv",205,80,9,9,10,17,9
"M_PL_017.csv",104,45,9,10,11,11,9
"M_PL_018.csv",144,58,18,19,23,24,18
"M_PL_019.csv",123,51,14,15,16,18,14
"M_PL_020.csv",109,30,3,3,3,3,3
"M_PL_021.csv",766,228,12,12,12,38,12
"M_PL_022.csv",66,14,4,4,4,4,4
"M_PL_023.csv",90,29,3,3,3,3,3
"M_PL_024.csv",22,9,4,3,3,3,3
"M_PL_025.csv",57,20,6,6,6,10,6
"M_PL_026.csv",150,66,2,2,2,2,2
"M_PL_027.csv",75,25,8,8,9,11,8
"M_PL_028.csv",180,45,13,14,16,24,13
"M_PL_029.csv",167,68,17,17,17,19,17
"M_PL_030.csv",70,27,10,6,7,13,6
"M_PL_031.csv",91,27,9,8,13,17,8
"M_PL_032.csv",40,9,2,2,2,2,2
"M_PL_033.csv",47,21,9,8,10,12,8
"M_PL_034.csv",151,56,6,7,8,9,6
"M_PL_035.csv",97,35,9,9,9,9,9
"M_PL_036.csv",22,6,3,2,2,2,2
"M_PL_037.csv",50,15,5,5,5,7,5
"M_PL_038.csv",50,23,5,4,4,7,4
"M_PL_039.csv",68,19,6,7,9,10,6
"M_PL_040.csv",70,28,8,7,9,10,7
"M_PL_041.csv",70,27,10,10,11,12,10
"M_PL_042.csv",16,7,2,2,2,2,2
"M_PL_043.csv",110,43,12,14,14,19,12
"M_PL_044.csv",712,167,21,23,25,49,21
"M_PL_045.csv",41,16,6,6,7,8,6
"M_PL_046.csv",60,25,11,13,13,14,11
"M_PL_047.csv",205,86,4,4,4,4,4
"M_PL_048.csv",266,78,10,10,9,12,9
"M_PL_049.csv",262,102,11,13,15,16,11
"M_PL_050.csv",49,17,6,7,7,7,6
"M_PL_051.csv",104,17,3,3,3,3,3
"M_PL_052.csv",52,18,6,6,6,7,6
"M_PL_053.csv",364,128,19,23,23,34,19
"M_PL_054.csv",414,115,23,25,27,30,23
"M_PL_055.csv",253,91,16,16,17,19,16
"M_PL_056.csv",456,144,22,29,33,43,22
"M_PL_057.csv",997,310,17,17,20,36,17
"M_PL_058.csv",111,37,14,17,19,20,14
"M_PL_059.csv",26,10,6,5,5,5,5
"M_SD_001.csv",28,9,3,3,3,5,3
"M_SD_002.csv",40,19,5,5,5,5,5
"M_SD_003.csv",41,16,4,4,4,4,4
"M_SD_004.csv",52,21,4,4,4,4,4
"M_SD_005.csv",34,12,3,3,3,3,3
"M_SD_006.csv",34,12,4,4,5,5,4
"M_SD_007.csv",79,31,3,3,3,3,3
"M_SD_008.csv",26,13,9,8,8,11,8
"M_SD_009.csv",25,11,3,4,4,5,3
"M_SD_010.csv",64,31,8,8,9,13,8
"M_SD_011.csv",25,9,6,6,5,6,5
"M_SD_012.csv",64,27,13,12,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,37,17,18,20,23,17
"M_SD_017.csv",24,12,6,6,10,10,6
"M_SD_018.csv",53,12,4,5,5,5,4
"M_SD_019.csv",209,97,13,16,20,21,13
"M_SD_020.csv",58,29,8,10,10,10,8
"M_SD_021.csv",46,21,9,10,10,10,9
"M_SD_022.csv",317,135,39,51,53,60,39
"M_SD_023.csv",23,6,4,4,4,4,4
"M_SD_024.csv",19,9,6,6,7,8,6
"M_SD_025.csv",13,7,5,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,7,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,3,2,2,2,2,2
"M_SD_030.csv",9,4,2,3,2,2,2
"M_PL_001.csv",177,54,22,23,22,23,22
"M_PL_002.csv",103,33,14,13,13,15,13
"M_PL_003.csv",61,21,5,5,6,6,5
"M_PL_004.csv",112,39,3,3,3,3,3
"M_PL_005.csv",361,125,25,30,36,42,25
"M_PL_006.csv",78,30,3,3,3,3,3
"M_PL_007.csv",50,17,5,4,4,4,4
"M_PL_008.csv",49,16,6,7,7,11,6
"M_PL_009.csv",142,34,7,8,8,12,7
"M_PL_010.csv",107,47,24,29,29,32,24
"M_PL_011.csv",27,14,4,4,6,6,4
"M_PL_012.csv",84,25,7,7,7,7,7
"M_PL_013.csv",65,28,4,4,4,5,4
"M_PL_014.csv",108,24,6,5,5,6,5
"M_PL_015.csv",793,326,48,56,60,87,48
"M_PL_016.csv",205,50,9,9,10,17,9
"M_PL_017.csv",104,46,9,11,11,11,9
"M_PL_018.csv",144,56,18,19,23,24,18
"M_PL_019.csv",123,44,14,15,16,18,14
"M_PL_020.csv",109,45,3,3,3,3,3
"M_PL_021.csv",766,281,12,12,12,38,12
"M_PL_022.csv",66,22,4,4,4,4,4
"M_PL_023.csv",90,34,3,3,3,3,3
"M_PL_024.csv",22,10,4,3,3,3,3
"M_PL_025.csv",57,20,6,6,6,10,6
"M_PL_026.csv",150,51,2,2,2,2,2
"M_PL_027.csv",75,17,8,8,9,11,8
"M_PL_028.csv",180,50,13,14,16,24,13
"M_PL_029.csv",167,64,17,17,17,19,17
"M_PL_030.csv",70,17,11,7,7,13,7
"M_PL_031.csv",91,30,9,9,13,17,9
"M_PL_032.csv",40,15,2,2,2,2,2
"M_PL_033.csv",47,21,9,8,10,12,8
"M_PL_034.csv",151,46,6,8,8,9,6
"M_PL_035.csv",97,32,9,8,9,9,8
"M_PL_036.csv",22,6,5,2,2,2,2
"M_PL_037.csv",50,18,5,5,5,7,5
"M_PL_038.csv",50,13,4,4,4,7,4
"M_PL_039.csv",68,20,6,6,9,10,6
"M_PL_040.csv",70,25,8,7,9,10,7
"M_PL_041.csv",70,26,10,10,11,12,10
"M_PL_042.csv",16,3,2,2,2,2,2
"M_PL_043.csv",110,35,12,14,14,19,12
"M_PL_044.csv",712,192,21,23,25,49,21
"M_PL_045.csv",41,17,6,5,7,8,5
"M_PL_046.csv",60,29,11,11,13,14,11
"M_PL_047.csv",205,47,4,4,4,4,4
"M_PL_048.csv",266,106,10,10,9,12,9
"M_PL_049.csv",262,79,11,13,15,16,11
"M_PL_050.csv",49,10,6,6,7,7,6
"M_PL_051.csv",104,24,3,3,3,3,3
"M_PL_052.csv",52,17,6,6,6,7,6
"M_PL_053.csv",364,90,19,22,23,34,19
"M_PL_054.csv",414,135,23,26,27,30,23
"M_PL_055.csv",253,80,16,16,17,19,16
"M_PL_056.csv",456,107,22,30,33,43,22
"M_PL_057.csv",997,291,17,17,20,36,17
"M_PL_058.csv",111,43,14,17,19,20,14
"M_PL_059.csv",26,12,6,5,5,5,5
"M_SD_001.csv",28,10,3,3,3,5,3
"M_SD_002.csv",40,15,5,5,5,5,5
"M_SD_003.csv",41,13,4,4,4,4,4
"M_SD_004.csv",52,19,4,4,4,4,4
"M_SD_005.csv",34,13,3,3,3,3,3
"M_SD_006.csv",34,13,4,4,5,5,4
"M_SD_007.csv",79,29,3,3,3,3,3
"M_SD_008.csv",26,12,9,8,8,11,8
"M_SD_009.csv",25,9,3,4,4,5,3
"M_SD_010.csv",64,31,8,8,9,13,8
"M_SD_011.csv",25,10,6,5,5,6,5
"M_SD_012.csv",64,25,13,13,12,14,12
"M_SD_013.csv",55,26,11,8,19,14,8
"M_SD_014.csv",33,16,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,38,17,18,20,23,17
"M_SD_017.csv",24,11,6,6,10,10,6
"M_SD_018.csv",53,13,5,5,5,5,5
"M_SD_019.csv",209,94,13,17,20,21,13
"M_SD_020.csv",58,25,7,10,10,10,7
"M_SD_021.csv",46,18,9,10,10,10,9
"M_SD_022.csv",317,125,39,50,53,60,39
"M_SD_023.csv",23,7,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,5,4,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,5,3,3,3,3,3
"M_SD_028.csv",13,5,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,4,2,2,2,2,2
"M_PL_001.csv",177,70,22,22,22,23,22
"M_PL_002.csv",103,44,14,12,13,15,12
"M_PL_003.csv",61,25,5,6,6,6,5
"M_PL_004.csv",112,31,3,3,3,3,3
"M_PL_005.csv",361,110,25,30,36,42,25
"M_PL_006.csv",78,16,3,3,3,3,3
"M_PL_007.csv",50,10,5,4,4,4,4
"M_PL_008.csv",49,22,6,7,7,11,6
"M_PL_009.csv",142,31,7,7,8,12,7
"M_PL_010.csv",107,48,24,29,29,32,24
"M_PL_011.csv",27,9,4,6,6,6,4
"M_PL_012.csv",84,30,7,7,7,7,7
"M_PL_013.csv",65,20,4,4,4,5,4
"M_PL_014.csv",108,41,6,5,5,6,5
"M_PL_015.csv",793,340,48,56,60,87,48
"M_PL_016.csv",205,76,9,9,10,17,9
"M_PL_017.csv",104,43,9,11,11,11,9
"M_PL_018.csv",144,56,18,19,23,24,18
"M_PL_019.csv",123,53,14,16,16,18,14
"M_PL_020.csv",109,52,3,3,3,3,3
"M_PL_021.csv",766,251,12,12,12,38,12
"M_PL_022.csv",66,23,4,4,4,4,4
"M_PL_023.csv",90,34,3,3,3,3,3
"M_PL_024.csv",22,5,4,3,3,3,3
"M_PL_025.csv",57,26,6,6,6,10,6
"M_PL_026.csv",150,53,2,2,2,2,2
"M_PL_027.csv",75,25,9,8,9,11,8
"M_PL_028.csv",180,59,13,14,16,24,13
"M_PL_029.csv",167,43,17,17,17,19,17
"M_PL_030.csv",70,25,11,6,7,13,6
"M_PL_031.csv",91,27,9,7,13,17,7
"M_PL_032.csv",40,17,2,2,2,2,2
"M_PL_033.csv",47,18,9,8,10,12,8
"M_PL_034.csv",151,70,6,7,8,9,6
"M_PL_035.csv",97,36,9,10,9,9,9
"M_PL_036.csv",22,3,4,2,2,2,2
"M_PL_037.csv",50,16,5,5,5,7,5
"M_PL_038.csv",50,13,4,4,4,7,4
"M_PL_039.csv",68,27,6,7,9,10,6
"M_PL_040.csv",70,21,9,7,9,10,7
"M_PL_041.csv",70,27,10,10,11,12,10
"M_PL_042.csv",16,7,2,2,2,2,2
"M_PL_043.csv",110,40,12,14,14,19,12
"M_PL_044.csv",712,247,21,23,25,49,21
"M_PL_045.csv",41,14,6,6,7,8,6
"M_PL_046.csv",60,25,11,12,13,14,11
"M_PL_047.csv",205,73,4,4,4,4,4
"M_PL_048.csv",266,109,10,10,9,12,9
"M_PL_049.csv",262,65,11,13,15,16,11
"M_PL_050.csv",49,21,6,6,7,7,6
"M_PL_051.csv",104,12,3,3,3,3,3
"M_PL_052.csv",52,20,6,6,6,7,6
"M_PL_053.csv",364,113,19,22,23,34,19
"M_PL_054.csv",414,129,23,24,27,30,23
"M_PL_055.csv",253,77,16,17,17,19,16
"M_PL_056.csv",456,128,22,29,33,43,22
"M_PL_057.csv",997,387,17,17,20,36,17
"M_PL_058.csv",111,43,14,17,19,20,14
"M_PL_059.csv",26,10,6,5,5,5,5
"M_SD_001.csv",28,11,3,3,3,5,3
"M_SD_002.csv",40,14,5,5,5,5,5
"M_SD_003.csv",41,15,4,4,4,4,4
"M_SD_004.csv",52,19,4,4,4,4,4
"M_SD_005.csv",34,14,3,3,3,3,3
"M_SD_006.csv",34,14,4,5,5,5,4
"M_SD_007.csv",79,32,3,3,3,3,3
"M_SD_008.csv",26,13,10,9,8,11,8
"M_SD_009.csv",25,4,3,4,4,5,3
"M_SD_010.csv",64,24,8,8,9,13,8
"M_SD_011.csv",25,11,6,5,5,6,5
"M_SD_012.csv",64,26,13,13,12,14,12
"M_SD_013.csv",55,24,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,15,4,4,4,4,4
"M_SD_016.csv",85,35,17,18,20,23,17
"M_SD_017.csv",24,10,7,6,10,10,6
"M_SD_018.csv",53,12,4,5,5,5,4
"M_SD_019.csv",209,82,13,16,20,21,13
"M_SD_020.csv",58,27,8,9,10,10,8
"M_SD_021.csv",46,19,9,10,10,10,9
"M_SD_022.csv",317,118,39,50,53,60,39
"M_SD_023.csv",23,6,4,4,4,4,4
"M_SD_024.csv",19,9,6,6,7,8,6
"M_SD_025.csv",13,6,5,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,8,3,3,3,3,3
"M_SD_028.csv",13,5,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,4,2,2,2,2,2
"M_PL_001.csv",177,54,21,22,22,23,21
"M_PL_002.csv",103,34,13,12,13,15,12
"M_PL_003.csv",61,17,5,6,6,6,5
"M_PL_004.csv",112,33,3,3,3,3,3
"M_PL_005.csv",361,118,25,30,36,42,25
"M_PL_006.csv",78,19,3,3,3,3,3
"M_PL_007.csv",50,11,5,4,4,4,4
"M_PL_008.csv",49,21,6,7,7,11,6
"M_PL_009.csv",142,48,7,7,8,12,7
"M_PL_010.csv",107,49,24,29,29,32,24
"M_PL_011.csv",27,13,4,6,6,6,4
"M_PL_012.csv",84,31,7,7,7,7,7
"M_PL_013.csv",65,26,4,4,4,5,4
"M_PL_014.csv",108,32,6,5,5,6,5
"M_PL_015.csv",793,298,48,56,60,87,48
"M_PL_016.csv",205,74,9,9,10,17,9
"M_PL_017.csv",104,35,9,10,11,11,9
"M_PL_018.csv",144,55,18,19,23,24,18
"M_PL_019.csv",123,46,14,15,16,18,14
"M_PL_020.csv",109,37,3,3,3,3,3
"M_PL_021.csv",766,258,12,12,12,38,12
"M_PL_022.csv",66,17,4,4,4,4,4
"M_PL_023.csv",90,18,3,3,3,3,3
"M_PL_024.csv",22,7,4,4,3,3,3
"M_PL_025.csv",57,23,6,6,6,10,6
"M_PL_026.csv",150,61,2,2,2,2,2
"M_PL_027.csv",75,24,8,8,9,11,8
"M_PL_028.csv",180,75,13,14,16,24,13
"M_PL_029.csv",167,41,17,17,17,19,17
"M_PL_030.csv",70,28,11,6,7,13,6
"M_PL_031.csv",91,28,9,7,13,17,7
"M_PL_032.csv",40,17,2,2,2,2,2
"M_PL_033.csv",47,22,8,8,10,12,8
"M_PL_034.csv",151,47,6,7,8,9,6
"M_PL_035.csv",97,33,9,10,9,9,9
"M_PL_036.csv",22,11,5,2,2,2,2
"M_PL_037.csv",50,16,5,5,5,7,5
"M_PL_038.csv",50,21,5,4,4,7,4
"M_PL_039.csv",68,30,6,7,9,10,6
"M_PL_040.csv",70,27,9,7,9,10,7
"M_PL_041.csv",70,27,10,10,11,12,10
"M_PL_042.csv",16,5,2,2,2,2,2
"M_PL_043.csv",110,35,12,14,14,19,12
"M_PL_044.csv",712,200,21,23,25,49,21
"M_PL_045.csv",41,11,6,6,7,8,6
"M_PL_046.csv",60,26,11,11,13,14,11
"M_PL_047.csv",205,64,4,4,4,4,4
"M_PL_048.csv",266,94,10,10,9,12,9
"M_PL_049.csv",262,84,11,13,15,16,11
"M_PL_050.csv",49,17,6,6,7,7,6
"M_PL_051.csv",104,20,3,3,3,3,3
"M_PL_052.csv",52,21,6,6,6,7,6
"M_PL_053.csv",364,142,19,22,23,34,19
"M_PL_054.csv",414,125,23,24,27,30,23
"M_PL_055.csv",253,70,16,16,17,19,16
"M_PL_056.csv",456,96,22,29,33,43,22
"M_PL_057.csv",997,349,17,17,20,36,17
"M_PL_058.csv",111,44,14,17,19,20,14
"M_PL_059.csv",26,10,6,5,5,5,5
"M_SD_001.csv",28,13,3,3,3,5,3
"M_SD_002.csv",40,20,5,5,5,5,5
"M_SD_003.csv",41,14,4,4,4,4,4
"M_SD_004.csv",52,17,4,4,4,4,4
"M_SD_005.csv",34,14,3,3,3,3,3
"M_SD_006.csv",34,4,4,5,5,5,4
"M_SD_007.csv",79,22,3,3,3,3,3
"M_SD_008.csv",26,13,10,9,8,11,8
"M_SD_009.csv",25,6,3,4,4,5,3
"M_SD_010.csv",64,31,8,8,9,13,8
"M_SD_011.csv",25,11,6,5,5,6,5
"M_SD_012.csv",64,24,12,13,12,14,12
"M_SD_013.csv",55,26,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,14,4,4,4,4,4
"M_SD_016.csv",85,38,17,18,20,23,17
"M_SD_017.csv",24,12,6,6,10,10,6
"M_SD_018.csv",53,11,5,5,5,5,5
"M_SD_019.csv",209,81,13,16,20,21,13
"M_SD_020.csv",58,23,8,9,10,10,8
"M_SD_021.csv",46,22,9,10,10,10,9
"M_SD_022.csv",317,124,39,51,53,60,39
"M_SD_023.csv",23,11,4,4,4,4,4
"M_SD_024.csv",19,9,6,6,7,8,6
"M_SD_025.csv",13,6,4,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,6,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,3,2,2,2,2,2
"M_SD_030.csv",9,4,2,2,2,2,2
"M_PL_001.csv",177,52,21,22,22,23,21
"M_PL_002.csv",103,42,16,12,13,15,12
"M_PL_003.csv",61,27,5,6,6,6,5
"M_PL_004.csv",112,51,3,3,3,3,3
"M_PL_005.csv",361,112,25,31,36,42,25
"M_PL_006.csv",78,14,3,3,3,3,3
"M_PL_007.csv",50,15,5,4,4,4,4
"M_PL_008.csv",49,16,6,7,7,11,6
"M_PL_009.csv",142,41,7,8,8,12,7
"M_PL_010.csv",107,50,24,29,29,32,24
"M_PL_011.csv",27,13,4,5,6,6,4
"M_PL_012.csv",84,30,7,7,7,7,7
"M_PL_013.csv",65,28,4,4,4,5,4
"M_PL_014.csv",108,48,6,5,5,6,5
"M_PL_015.csv",793,308,48,56,60,87,48
"M_PL_016.csv",205,73,9,9,10,17,9
"M_PL_017.csv",104,43,9,11,11,11,9
"M_PL_018.csv",144,57,18,19,23,24,18
"M_PL_019.csv",123,50,14,15,16,18,14
"M_PL_020.csv",109,33,3,3,3,3,3
"M_PL_021.csv",766,141,12,12,12,38,12
"M_PL_022.csv",66,9,4,4,4,4,4
"M_PL_023.csv",90,33,3,3,3,3,3
