"Network","giant_component","NoOrder","krisk","degree","kdegree","eigenc","best"
"M_PL_029.csv",167,60,17,17,17,19,17
"M_PL_030.csv",70,23,10,6,7,13,6
"M_PL_031.csv",91,31,9,8,13,17,8
"M_PL_032.csv",40,11,2,2,2,2,2
"M_PL_033.csv",47,24,8,8,10,12,8
"M_PL_034.csv",151,64,6,8,8,9,6
"M_PL_035.csv",97,31,9,9,9,9,9
"M_PL_036.csv",22,8,5,2,2,2,2
"M_PL_037.csv",50,7,5,5,5,7,5
"M_PL_038.csv",50,19,4,4,4,7,4
"M_PL_039.csv",68,18,6,7,9,10,6
"M_PL_040.csv",70,26,8,7,9,10,7
"M_PL_041.csv",70,25,10,10,11,12,10
"M_PL_042.csv",16,7,2,2,2,2,2
"M_PL_043.csv",110,41,12,14,14,19,12
"M_PL_044.csv",712,208,21,23,25,49,21
"M_PL_045.csv",41,8,6,5,7,8,5
"M_PL_046.csv",60,27,11,12,13,14,11
"M_PL_047.csv",205,68,4,4,4,4,4
"M_PL_048.csv",266,103,10,10,9,12,9
"M_PL_049.csv",262,80,11,13,15,16,11
"M_PL_050.csv",49,15,6,6,7,7,6
"M_PL_051.csv",104,26,3,3,3,3,3
"M_PL_052.csv",52,17,6,6,6,7,6
"M_PL_053.csv",364,112,19,22,23,34,19
"M_PL_054.csv",414,152,23,26,27,30,23
"M_PL_055.csv",253,89,16,16,17,19,16
"M_PL_056.csv",456,109,22,29,33,43,22
"M_PL_057.csv",997,345,17,17,20,36,17
"M_PL_058.csv",111,47,14,18,19,20,14
"M_PL_059.csv",26,12,6,5,5,5,5
"M_SD_001.csv",28,9,3,3,3,5,3
"M_SD_002.csv",40,16,5,5,5,5,5
"M_SD_003.csv",41,15,4,4,4,4,4
"M_SD_004.csv",52,23,4,4,4,4,4
"M_SD_005.csv",34,9,3,3,3,3,3
"M_SD_006.csv",34,14,4,5,5,5,4
"M_SD_007.csv",79,33,3,3,3,3,3
"M_SD_008.csv",26,12,10,8,8,11,8
"M_SD_009.csv",25,6,3,4,4,5,3
"M_SD_010.csv",64,31,8,8,9,13,8
"M_SD_011.csv",25,12,6,5,5,6,5
"M_SD_012.csv",64,25,13,13,12,14,12
"M_SD_013.csv",55,26,11,8,19,14,8
"M_SD_014.csv",33,15,9,10,10,10,9
"M_SD_015.csv",32,14,4,4,4,4,4
"M_SD_016.csv",85,36,17,18,20,23,17
"M_SD_017.csv",24,12,7,6,10,10,6
"M_SD_018.csv",53,13,4,5,5,5,4
"M_SD_019.csv",209,77,13,17,20,21,13
"M_SD_020.csv",58,21,7,9,10,10,7
"M_SD_021.csv",46,15,9,10,10,10,9
"M_SD_022.csv",317,124,39,51,53,60,39
"M_SD_023.csv",23,10,4,4,4,4,4
"M_SD_024.csv",19,9,6,6,7,8,6
"M_SD_025.csv",13,6,5,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,6,3,3,3,3,3
"M_SD_028.csv",13,5,3,3,3,3,3
"M_SD_029.csv",9,3,2,2,2,2,2
"M_SD_030.csv",9,4,2,2,2,2,2
"M_PL_001.csv",177,57,21,22,22,23,21
"M_PL_002.csv",103,39,14,12,13,15,12
"M_PL_003.csv",61,20,5,6,6,6,5
"M_PL_004.csv",112,50,3,3,3,3,3
"M_PL_005.csv",361,120,25,30,36,42,25
"M_PL_006.csv",78,34,3,3,3,3,3
"M_PL_007.csv",50,12,5,4,4,4,4
"M_PL_008.csv",49,18,6,7,7,11,6
"M_PL_009.csv",142,44,7,8,8,12,7
"M_PL_010.csv",107,46,24,29,29,32,24
"M_PL_011.csv",27,10,4,6,6,6,4
"M_PL_012.csv",84,24,7,7,7,7,7
"M_PL_013.csv",65,29,4,4,4,5,4
"M_PL_014.csv",108,46,6,5,5,6,5
"M_PL_015.csv",793,329,48,56,60,87,48
"M_PL_016.csv",205,69,9,9,10,17,9
"M_PL_017.csv",104,39,9,11,11,11,9
"M_PL_018.csv",144,63,18,19,23,24,18
"M_PL_019.csv",123,48,14,15,16,18,14
"M_PL_020.csv",109,46,3,3,3,3,3
"M_PL_021.csv",766,278,12,12,12,38,12
"M_PL_022.csv",66,19,4,4,4,4,4
"M_PL_023.csv",90,36,3,3,3,3,3
"M_PL_024.csv",22,11,4,3,3,3,3
"M_PL_025.csv",57,24,6,6,6,10,6
"M_PL_026.csv",150,49,2,2,2,2,2
"M_PL_027.csv",75,28,9,8,9,11,8
"M_PL_028.csv",180,55,13,14,16,24,13
"M_PL_029.csv",167,70,17,17,17,19,17
"M_PL_030.csv",70,21,10,7,7,13,7
"M_PL_031.csv",91,32,10,8,13,17,8
"M_PL_032.csv",40,18,2,2,2,2,2
"M_PL_033.csv",47,17,8,8,10,12,8
"M_PL_034.csv",151,67,6,7,8,9,6
"M_PL_035.csv",97,36,9,8,9,9,8
"M_PL_036.csv",22,9,2,2,2,2,2
"M_PL_037.csv",50,22,5,5,5,7,5
"M_PL_038.csv",50,19,5,4,4,7,4
"M_PL_039.csv",68,28,6,7,9,10,6
"M_PL_040.csv",70,25,8,7,9,10,7
"M_PL_041.csv",70,26,10,10,11,12,10
"M_PL_042.csv",16,6,2,2,2,2,2
"M_PL_043.csv",110,42,12,14,14,19,12
"M_PL_044.csv",712,194,21,23,25,49,21
"M_PL_045.csv",41,14,6,6,7,8,6
"M_PL_046.csv",60,28,11,12,13,14,11
"M_PL_047.csv",205,61,4,4,4,4,4
"M_PL_048.csv",266,99,10,10,9,12,9
"M_PL_049.csv",262,82,11,13,15,16,11
"M_PL_050.csv",49,11,6,7,7,7,6
"M_PL_051.csv",104,23,3,3,3,3,3
"M_PL_052.csv",52,22,6,6,6,7,6
"M_PL_053.csv",364,109,19,23,23,34,19
"M_PL_054.csv",414,107,23,26,27,30,23
"M_PL_055.csv",253,74,16,16,17,19,16
"M_PL_056.csv",456,168,22,28,33,43,22
"M_PL_057.csv",997,332,17,17,20,36,17
"M_PL_058.csv",111,46,14,17,19,20,14
"M_PL_059.csv",26,10,6,5,5,5,5
"M_SD_001.csv",28,9,3,3,3,5,3
"M_SD_002.csv",40,17,5,5,5,5,5
"M_SD_003.csv",41,11,4,4,4,4,4
"M_SD_004.csv",52,23,4,4,4,4,4
"M_SD_005.csv",34,11,3,3,3,3,3
"M_SD_006.csv",34,8,4,4,5,5,4
"M_SD_007.csv",79,24,3,3,3,3,3
"M_SD_008.csv",26,13,10,9,8,11,8
"M_SD_009.csv",25,11,3,4,4,5,3
"M_SD_010.csv",64,28,8,8,9,13,8
"M_SD_011.csv",25,10,6,5,5,6,5
"M_SD_012.csv",64,18,13,13,12,14,12
"M_SD_013.csv",55,22,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,16,4,4,4,4,4
"M_SD_016.csv",85,36,17,18,20,23,17
"M_SD_017.csv",24,12,6,6,10,10,6
"M_SD_018.csv",53,18,4,5,5,5,4
"M_SD_019.csv",209,87,13,17,20,21,13
"M_SD_020.csv",58,28,8,9,10,10,8
"M_SD_021.csv",46,19,9,10,10,10,9
"M_SD_022.csv",317,129,39,51,53,60,39
"M_SD_023.csv",23,10,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,7,5,4,4,4,4
"M_SD_026.csv",6,2,2,2,2,2,2
"M_SD_027.csv",16,7,3,3,3,3,3
"M_SD_028.csv",13,7,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,4,2,3,2,2,2
"M_PL_001.csv",177,67,22,22,22,23,22
"M_PL_002.csv",103,35,13,12,13,15,12
"M_PL_003.csv",61,16,5,5,6,6,5
"M_PL_004.csv",112,36,3,3,3,3,3
"M_PL_005.csv",361,144,25,31,36,42,25
"M_PL_006.csv",78,38,3,3,3,3,3
"M_PL_007.csv",50,15,5,4,4,4,4
"M_PL_008.csv",49,20,6,7,7,11,6
"M_PL_009.csv",142,32,7,7,8,12,7
"M_PL_010.csv",107,50,23,29,29,32,23
"M_PL_011.csv",27,11,4,4,6,6,4
"M_PL_012.csv",84,22,7,7,7,7,7
"M_PL_013.csv",65,23,4,4,4,5,4
"M_PL_014.csv",108,44,6,5,5,6,5
"M_PL_015.csv",793,308,48,56,60,87,48
"M_PL_016.csv",205,77,9,9,10,17,9
"M_PL_017.csv",104,44,9,11,11,11,9
"M_PL_018.csv",144,62,18,19,23,24,18
"M_PL_019.csv",123,46,14,15,16,18,14
"M_PL_020.csv",109,49,3,3,3,3,3
"M_PL_021.csv",766,245,12,12,12,38,12
"M_PL_022.csv",66,17,4,4,4,4,4
"M_PL_023.csv",90,23,3,3,3,3,3
"M_PL_024.csv",22,6,4,4,3,3,3
"M_PL_025.csv",57,25,6,6,6,10,6
"M_PL_026.csv",150,14,2,2,2,2,2
"M_PL_027.csv",75,21,9,8,9,11,8
"M_PL_028.csv",180,68,13,14,16,24,13
"M_PL_029.csv",167,48,17,17,17,19,17
"M_PL_030.csv",70,23,10,6,7,13,6
"M_PL_031.csv",91,27,9,7,13,17,7
"M_PL_032.csv",40,12,2,2,2,2,2
"M_PL_033.csv",47,22,9,8,10,12,8
"M_PL_034.csv",151,45,6,8,8,9,6
"M_PL_035.csv",97,31,9,8,9,9,8
"M_PL_036.csv",22,7,5,2,2,2,2
"M_PL_037.csv",50,11,5,5,5,7,5
"M_PL_038.csv",50,20,4,4,4,7,4
"M_PL_039.csv",68,29,6,7,9,10,6
"M_PL_040.csv",70,23,9,7,9,10,7
"M_PL_041.csv",70,26,10,10,11,12,10
"M_PL_042.csv",16,4,2,2,2,2,2
"M_PL_043.csv",110,38,12,14,14,19,12
"M_PL_044.csv",712,221,21,23,25,49,21
"M_PL_045.csv",41,18,6,5,7,8,5
"M_PL_046.csv",60,24,11,12,13,14,11
"M_PL_047.csv",205,71,4,4,4,4,4
"M_PL_048.csv",266,51,10,10,9,12,9
"M_PL_049.csv",262,105,11,13,15,16,11
"M_PL_050.csv",49,14,6,6,7,7,6
"M_PL_051.csv",104,18,3,3,3,3,3
"M_PL_052.csv",52,12,6,6,6,7,6
"M_PL_053.csv",364,137,19,22,23,34,19
"M_PL_054.csv",414,154,23,26,27,30,23
"M_PL_055.csv",253,74,16,16,17,19,16
"M_PL_056.csv",456,151,22,28,33,43,22
"M_PL_057.csv",997,341,17,17,20,36,17
"M_PL_058.csv",111,45,14,18,19,20,14
"M_PL_059.csv",26,12,6,5,5,5,5
"M_SD_001.csv",28,11,3,3,3,5,3
"M_SD_002.csv",40,20,5,5,5,5,5
"M_SD_003.csv",41,14,4,4,4,4,4
"M_SD_004.csv",52,12,4,4,4,4,4
"M_SD_005.csv",34,11,3,3,3,3,3
"M_SD_006.csv",34,8,4,4,5,5,4
"M_SD_007.csv",79,37,3,3,3,3,3
"M_SD_008.csv",26,11,10,8,8,11,8
"M_SD_009.csv",25,12,3,4,4,5,3
"M_SD_010.csv",64,29,8,8,9,13,8
"M_SD_011.csv",25,13,6,5,5,6,5
"M_SD_012.csv",64,28,13,13,12,14,12
"M_SD_013.csv",55,24,11,8,19,14,8
"M_SD_014.csv",33,17,9,10,10,10,9
"M_SD_015.csv",32,15,4,4,4,4,4
"M_SD_016.csv",85,34,17,18,20,23,17
"M_SD_017.csv",24,10,8,8,10,10,8
"M_SD_018.csv",53,13,4,5,5,5,4
"M_SD_019.csv",209,94,13,16,20,21,13
"M_SD_020.csv",58,28,8,9,10,10,8
"M_SD_021.csv",46,19,9,10,10,10,9
"M_SD_022.csv",317,131,39,50,53,60,39
"M_SD_023.csv",23,7,4,4,4,4,4
"M_SD_024.csv",19,10,6,6,7,8,6
"M_SD_025.csv",13,7,4,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,8,3,3,3,3,3
"M_SD_028.csv",13,4,3,3,3,3,3
"M_SD_029.csv",9,4,2,2,2,2,2
"M_SD_030.csv",9,4,2,2,2,2,2
"M_PL_001.csv",177,67,21,23,22,23,21
"M_PL_002.csv",103,31,14,12,13,15,12
"M_PL_003.csv",61,25,5,5,6,6,5
"M_PL_004.csv",112,24,3,3,3,3,3
"M_PL_005.csv",361,132,25,31,36,42,25
"M_PL_006.csv",78,17,3,3,3,3,3
"M_PL_007.csv",50,23,5,4,4,4,4
"M_PL_008.csv",49,17,6,7,7,11,6
"M_PL_009.csv",142,48,7,7,8,12,7
"M_PL_010.csv",107,50,23,29,29,32,23
"M_PL_011.csv",27,12,4,6,6,6,4
"M_PL_012.csv",84,31,7,7,7,7,7
"M_PL_013.csv",65,22,4,4,4,5,4
"M_PL_014.csv",108,35,6,5,5,6,5
"M_PL_015.csv",793,307,48,56,60,87,48
"M_PL_016.csv",205,79,9,9,10,17,9
"M_PL_017.csv",104,47,9,11,11,11,9
"M_PL_018.csv",144,51,18,19,23,24,18
"M_PL_019.csv",123,53,14,15,16,18,14
"M_PL_020.csv",109,47,3,3,3,3,3
"M_PL_021.csv",766,164,12,12,12,38,12
"M_PL_022.csv",66,17,4,4,4,4,4
"M_PL_023.csv",90,24,3,3,3,3,3
"M_PL_024.csv",22,8,4,3,3,3,3
"M_PL_025.csv",57,19,6,6,6,10,6
"M_PL_026.csv",150,44,2,2,2,2,2
"M_PL_027.csv",75,31,8,8,9,11,8
"M_PL_028.csv",180,42,13,14,16,24,13
"M_PL_029.csv",167,53,17,17,17,19,17
"M_PL_030.csv",70,22,10,6,7,13,6
"M_PL_031.csv",91,28,9,8,13,17,8
"M_PL_032.csv",40,11,2,2,2,2,2
"M_PL_033.csv",47,18,8,8,10,12,8
"M_PL_034.csv",151,71,6,8,8,9,6
"M_PL_035.csv",97,38,9,9,9,9,9
"M_PL_036.csv",22,4,4,2,2,2,2
"M_PL_037.csv",50,13,5,5,5,7,5
"M_PL_038.csv",50,16,5,4,4,7,4
"M_PL_039.csv",68,22,6,7,9,10,6
"M_PL_040.csv",70,22,8,7,9,10,7
"M_PL_041.csv",70,21,10,10,11,12,10
"M_PL_042.csv",16,3,2,2,2,2,2
"M_PL_043.csv",110,44,12,14,14,19,12
"M_PL_044.csv",712,216,21,23,25,49,21
"M_PL_045.csv",41,12,6,6,7,8,6
"M_PL_046.csv",60,29,11,13,13,14,11
"M_PL_047.csv",205,98,4,4,4,4,4
"M_PL_048.csv",266,92,10,10,9,12,9
"M_PL_049.csv",262,107,11,13,15,16,11
"M_PL_050.csv",49,20,6,6,7,7,6
"M_PL_051.csv",104,43,3,3,3,3,3
"M_PL_052.csv",52,19,6,6,6,7,6
"M_PL_053.csv",364,96,19,23,23,34,19
"M_PL_054.csv",414,127,23,26,27,30,23
"M_PL_055.csv",253,88,16,16,17,19,16
"M_PL_056.csv",456,173,22,29,33,43,22
"M_PL_057.csv",997,272,17,17,20,36,17
"M_PL_058.csv",111,43,14,18,19,20,14
"M_PL_059.csv",26,12,6,5,5,5,5
"M_SD_001.csv",28,14,3,3,3,5,3
"M_SD_002.csv",40,15,5,5,5,5,5
"M_SD_003.csv",41,10,4,4,4,4,4
"M_SD_004.csv",52,18,4,4,4,4,4
"M_SD_005.csv",34,8,3,3,3,3,3
"M_SD_006.csv",34,12,4,4,5,5,4
"M_SD_007.csv",79,30,3,3,3,3,3
"M_SD_008.csv",26,12,8,8,8,11,8
"M_SD_009.csv",25,11,3,4,4,5,3
"M_SD_010.csv",64,31,8,8,9,13,8
"M_SD_011.csv",25,10,6,5,5,6,5
"M_SD_012.csv",64,26,13,13,12,14,12
"M_SD_013.csv",55,25,11,8,19,14,8
"M_SD_014.csv",33,16,9,10,10,10,9
"M_SD_015.csv",32,15,4,4,4,4,4
"M_SD_016.csv",85,39,17,18,20,23,17
"M_SD_017.csv",24,11,8,7,10,10,7
"M_SD_018.csv",53,14,5,5,5,5,5
"M_SD_019.csv",209,72,13,16,20,21,13
"M_SD_020.csv",58,20,7,10,10,10,7
"M_SD_021.csv",46,21,9,10,10,10,9
"M_SD_022.csv",317,131,39,50,53,60,39
"M_SD_023.csv",23,9,4,4,4,4,4
"M_SD_024.csv",19,9,6,6,7,8,6
"M_SD_025.csv",13,4,4,4,4,4,4
"M_SD_026.csv",6,3,2,2,2,2,2
"M_SD_027.csv",16,6,3,3,3,3,3
"M_SD_028.csv",13,6,3,3,3,3,3
"M_SD_029.csv",9,5,2,2,2,2,2
"M_SD_030.csv",9,4,2,3,2,2,2
"M_PL_001.csv",177,66,21,23,22,23,21
"M_PL_002.csv",103,34,15,13,13,15,13
"M_PL_003.csv",61,25,5,5,6,6,5
"M_PL_004.csv",112,51,3,3,3,3,3
"M_PL_005.csv",361,128,25,32,36,42,25
"M_PL_006.csv",78,33,3,3,3,3,3
"M_PL_007.csv",50,20,5,4,4,4,4
"M_PL_008.csv",49,16,6,7,7,11,6
"M_PL_009.csv",142,50,7,8,8,12,7
"M_PL_010.csv",107,49,23,29,29,32,23
"M_PL_011.csv",27,9,4,4,6,6,4
"M_PL_012.csv",84,25,7,7,7,7,7
"M_PL_013.csv",65,24,4,4,4,5,4
"M_PL_014.csv",108,43,6,5,5,6,5
"M_PL_015.csv",793,306,48,56,60,87,48
"M_PL_016.csv",205,60,9,9,10,17,9
"M_PL_017.csv",104,28,9,11,11,11,9
"M_PL_018.csv",144,61,18,19,23,24,18
"M_PL_019.csv",123,45,14,15,16,18,14
"M_PL_020.csv",109,40,3,3,3,3,3
"M_PL_021.csv",766,203,12,12,12,38,12
"M_PL_022.csv",66,18,4,4,4,4,4
"M_PL_023.csv",90,15,3,3,3,3,3
